-0.0795 -0.0163 0.0182 
-0.0989 0.0285 0.0826 
0.0811 -0.0001 -0.0340 
-0.0008 -0.0349 0.0559 
0.0053 -0.0269 0.0094 
-0.0392 0.0076 0.0040 
-0.0109 0.0401 0.0266 
0.0740 -0.1294 0.0358 
-0.0480 0.0131 0.0092 
0.0188 0.0118 0.0159 
0.0383 -0.0346 -0.0002 
0.0908 0.0544 0.0547 
0.0670 -0.1494 -0.0701 
-0.0324 -0.0538 -0.0357 
-0.0847 0.0086 0.0159 
0.0145 -0.0289 -0.0515 
-0.0096 -0.0052 0.0584 
-0.0853 0.0185 -0.0681 
0.0571 0.0562 0.0062 
-0.0103 -0.0486 -0.0691 
0.0256 0.0180 0.0043 
0.0281 0.0812 -0.1129 
0.1198 0.0387 -0.0753 
-0.0237 -0.0231 0.0045 
-0.0049 -0.1199 -0.0337 
0.1033 0.0324 -0.1034 
-0.0267 0.0215 -0.0351 
-0.0732 -0.0141 0.0016 
-0.1060 -0.0295 -0.0649 
0.0712 0.0115 0.0696 
0.0467 -0.0045 0.0635 
0.0722 -0.0137 -0.0735 
0.0887 -0.1800 -0.1424 
0.0206 -0.0290 -0.1207 
-0.1188 0.0216 0.0415 
-0.0291 -0.0532 -0.1008 
-0.0888 0.1187 -0.0380 
-0.0035 0.0572 -0.0708 
0.0103 -0.0847 0.1434 
-0.0024 0.1504 0.0214 
0.0225 0.0855 -0.0466 
0.0813 0.0077 0.0074 
0.0937 0.1239 -0.0369 
-0.0185 0.0643 0.0409 
0.0479 0.0657 0.0727 
-0.0002 0.1236 0.0961 
0.0115 -0.0478 0.0954 
0.0041 -0.0757 0.1227 
0.0249 0.0089 0.0213 
-0.0048 0.0785 0.0321 
0.0014 0.0056 -0.0053 
-0.0841 0.0379 0.0178 
-0.0824 -0.0872 0.0093 
-0.0612 0.0134 0.0148 
-0.0635 -0.1393 0.0855 
-0.0077 0.0598 0.0159 
0.0020 0.0529 0.0325 
-0.0236 0.0209 -0.1027 
0.0835 -0.0713 -0.0634 
0.0002 0.0109 -0.0093 
0.0281 0.0052 0.0554 
0.0207 0.0640 -0.0457 
0.0344 0.0342 0.0065 
0.0459 0.0604 -0.0342 
-0.0883 0.0468 0.0277 
0.0299 -0.0716 -0.0271 
0.0234 0.1150 0.0861 
-0.0811 0.0186 0.0888 
-0.1646 0.0147 0.0110 
-0.0020 0.0601 0.0376 
0.1133 0.0322 0.0965 
-0.0633 0.0695 -0.0637 
-0.1011 0.0257 -0.0371 
-0.1139 -0.1262 0.0196 
-0.0472 -0.0641 -0.0277 
0.0315 -0.0589 -0.0596 
0.1156 0.0104 -0.0155 
-0.0606 -0.0657 0.0122 
-0.0495 -0.0666 -0.0975 
0.0432 -0.0511 0.0822 
-0.0501 -0.0854 0.1165 
0.0422 0.0251 -0.0036 
-0.0010 -0.0400 0.0086 
-0.1366 0.0240 -0.0367 
0.0171 -0.0413 0.1450 
0.0811 0.0623 -0.0246 
-0.0558 0.0498 -0.1630 
-0.0917 0.0301 -0.0500 
0.1619 -0.0256 0.1193 
0.0167 -0.0646 0.0509 
-0.0357 0.1014 -0.0013 
0.1031 -0.0639 0.2020 
0.0976 -0.0121 -0.0224 
0.0718 -0.0267 -0.1633 
0.0002 -0.0772 -0.0310 
0.0156 0.0259 0.0674 
0.0450 -0.0225 -0.0002 
-0.0300 -0.0409 0.0497 
-0.0211 0.0873 -0.0824 
-0.0287 -0.0066 -0.1392 
